Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Table3.Inns,Table3.Overs,Table3.Mdns,Table3.Runs,Table3.Wkts,Table3.BBI,Table3.Ave,Table3.Econ,Table3.SR,Table3.4,Table3.5,Table3.Ct,Table3.St
J Botha,10,9,4,230,67*,46,198,116.16,0,1,0,20,2,10,36,0,239,7,43985,34.14,6.63,30.8,0,0,6,0
AA Chavan,2,1,0,1,1,1,3,33.33,0,0,0,0,0,2,5,0,27,0,-,-,5.4,-,0,0,1,0
STR Binny,6,2,1,37,30,37,31,119.35,0,0,0,2,1,3,4,0,44,0,-,-,11,-,0,0,2,0
SK Warne,13,4,2,10,5*,5,20,50,0,0,1,1,0,12,47,0,297,13,42430,22.84,6.31,21.6,0,0,2,0
LRPL Taylor,12,11,6,181,47*,36.2,152,119.07,0,0,1,11,7,1,1,0,11,0,-,-,11,-,0,0,4,0
SR Watson,11,11,1,330,89*,33,253,130.43,0,1,0,31,17,10,36,0,241,6,43525,40.16,6.69,36,0,0,4,0
R Dravid,12,12,1,343,66,31.18,314,109.23,0,1,0,44,2,-,-,-,-,-,-,-,-,-,-,-,2,0
A Singh,9,2,0,1,1,0.5,4,25,0,0,1,0,0,9,28.3,1,215,9,12844,23.88,7.54,19,0,0,0,0
AL Menaria,13,10,1,180,34,20,152,118.42,0,0,0,10,10,9,15,0,121,2,43862,60.5,8.06,45,0,0,3,0
AS Raut,7,4,1,60,25,20,58,103.44,0,0,0,5,1,1,1,0,8,0,-,-,8,-,0,0,4,0
AM Rahane,10,7,1,120,52,20,98,122.44,0,1,0,12,2,-,-,-,-,-,-,-,-,-,-,-,1,0
SK Trivedi,12,2,1,0,0*,0,2,0,0,0,1,0,0,12,35.4,0,303,10,42064,30.3,8.49,21.4,0,0,0,0
DH Yagnik,7,4,3,16,10*,16,22,72.72,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,3,4
SW Tait,4,2,1,10,10*,10,10,100,0,0,1,1,0,4,14.5,1,127,6,44621,21.16,8.56,14.8,0,0,3,0
AG Paunikar,4,4,0,49,20,12.25,57,85.96,0,0,0,9,0,-,-,-,-,-,-,-,-,-,-,-,1,0
FY Fazal,2,2,0,19,16,9.5,19,100,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,0,0
JDP Oram,2,1,0,0,0,0,3,0,0,0,1,0,0,2,4,0,45,1,11689,45,11.25,24,0,0,0,0
SA Asnodkar,1,1,0,9,9,9,9,100,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,0,0
Pankaj Singh,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,23,0,-,-,11.5,-,0,0,0,0
ND Doshi,3,1,0,0,0,0,13,0,0,0,1,0,0,3,5.2,0,62,1,42005,62,11.62,32,0,0,0,0
PR Shah,2,1,0,5,5,5,5,100,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,0,1
