Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Table3.Inns,Table3.Overs,Table3.Mdns,Table3.Runs,Table3.Wkts,Table3.BBI,Table3.Ave,Table3.Econ,Table3.SR,Table3.4,Table3.5,Table3.Ct,Table3.St
RA Jadeja,13,13,2,295,42,26.81,266,110.9,0,0,0,21,6,10,23.2,0,151,6,42064,25.16,6.47,23.3,0,0,4,0
A Singh,5,2,1,1,1*,1,3,33.33,0,0,1,0,0,5,17.3,0,95,9,43556,10.55,5.42,11.6,1,0,0,0
NV Ojha,8,8,1,168,68,24,144,116.66,0,2,2,11,11,-,-,-,-,-,-,-,-,-,-,-,2,4
M Morkel,2,1,0,8,8,8,8,100,0,0,0,1,0,2,7,0,40,0,-,-,5.71,-,0,0,1,0
J Botha,3,3,1,47,37,23.5,40,117.5,0,0,0,5,0,3,12,0,74,3,43497,24.66,6.16,24,0,0,0,0
LA Carseldine,5,5,1,81,39,20.25,68,119.11,0,0,0,11,0,1,1,0,6,1,43983,6,6,6,0,0,4,0
YK Pathan,13,13,1,243,62*,20.25,183,132.78,0,1,0,24,12,11,35,0,243,7,12479,34.71,6.94,30,0,0,2,0
AS Raut,9,7,3,78,36*,19.5,61,127.86,0,0,0,5,3,4,4,0,36,0,-,-,9,-,0,0,3,0
T Henderson,2,2,0,11,11,5.5,16,68.75,0,0,1,0,1,2,6,0,40,1,10959,40,6.66,36,0,0,0,0
GC Smith,12,12,1,212,77,19.27,216,98.14,0,1,2,27,1,-,-,-,-,-,-,-,-,-,-,-,2,0
AD Mascarenhas,5,4,0,39,27,9.75,39,100,0,0,1,4,0,5,19.2,1,132,6,43891,22,6.82,19.3,0,0,1,0
RJ Quiney,7,7,0,103,51,14.71,102,100.98,0,1,0,12,3,-,-,-,-,-,-,-,-,-,-,-,1,0
MM Patel,11,5,2,33,23*,11,26,126.92,0,0,2,5,0,11,34.5,1,241,16,41671,15.06,6.91,13,0,0,4,0
SK Warne,13,11,3,108,34*,13.5,116,93.1,0,0,3,6,4,13,50,0,365,14,45352,26.07,7.3,21.4,0,0,6,0
SA Asnodkar,8,8,0,98,44,12.25,93,105.37,0,0,2,11,4,-,-,-,-,-,-,-,-,-,-,-,1,0
Kamran Khan,5,1,0,3,3,3,5,60,0,0,0,0,0,5,17.4,0,124,6,43160,20.66,7.01,17.6,0,0,4,0
SM Harwood,3,2,2,9,6*,-,14,64.28,0,0,0,0,0,3,10,0,73,3,45689,24.33,7.3,20,0,0,2,0
NK Patel,4,2,0,18,14,9,38,47.36,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,4,0
SK Trivedi,7,3,1,9,6*,4.5,18,50,0,0,0,0,0,7,20,0,152,6,43497,25.33,7.6,20,0,0,2,0
SD Chitnis,1,1,0,6,6,6,8,75,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,0,0
PC Valthaty,2,2,0,6,5,3,12,50,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,0,0
M Rawat,5,3,3,16,8*,-,19,84.21,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,6,1
